user_id,posted,item_id,recommend,sentiment_analysis
FinNaLe,2015.0,19680,True,1
FinNaLe,2015.0,218620,True,2
FinNaLe,2014.0,1250,True,2
FinNaLe,2014.0,221100,True,1
Howlapus,2015.0,8930,True,2
My_Immortal,2015.0,200510,True,2
My_Immortal,2015.0,226840,True,2
My_Immortal,2015.0,237930,True,2
My_Immortal,2015.0,49520,True,0
My_Immortal,2015.0,245170,True,2
teachmehowtosoli,2013.0,31280,True,1
teachmehowtosoli,2015.0,334230,True,0
teachmehowtosoli,2015.0,730,True,1
teachmehowtosoli,2013.0,107100,True,2
teachmehowtosoli,2015.0,398100,True,2
teachmehowtosoli,2015.0,236370,True,2
teachmehowtosoli,2014.0,570,True,2
Razzzzzzzzzzzzzzzzzzzzzz,2015.0,252950,True,2
Razzzzzzzzzzzzzzzzzzzzzz,2014.0,440,True,2
eddiedankmemes,2015.0,550,True,2
eddiedankmemes,2014.0,224280,True,2
eddiedankmemes,2014.0,620,True,2
pleasedontvotefortrump,2013.0,104600,True,2
pleasedontvotefortrump,2013.0,50,True,2
pleasedontvotefortrump,2014.0,34900,True,2
pleasedontvotefortrump,2013.0,49600,True,0
pleasedontvotefortrump,2013.0,39140,True,2
lmn8rx,2015.0,346110,True,2
lmn8rx,2015.0,380770,False,0
DieMadchenschanderin,2013.0,227680,False,2
DieMadchenschanderin,2015.0,730,True,2
DieMadchenschanderin,2015.0,730,True,1
ChakaYourLaka,2013.0,24240,True,2
DEANOXHILL,2014.0,70,True,2
TheRealMeatyMate,2014.0,208090,True,0
TheRealMeatyMate,2013.0,280,True,2
TheRealMeatyMate,2015.0,42680,False,2
TheRealMeatyMate,2015.0,266210,True,2
TheRealMeatyMate,2014.0,72850,True,0
samuelx5,2014.0,301480,True,1
samuelx5,2014.0,218230,True,2
samuelx5,2014.0,440,True,2
samuelx5,2014.0,238460,True,1
76561198056693884,2015.0,440,True,2
76561198104201240,2015.0,311210,True,2
GoodLooser,2015.0,291480,False,1
lennysan,2014.0,239660,True,2
lennysan,2014.0,264380,True,0
ZeikoJoestar,2014.0,4000,True,2
ZeikoJoestar,2015.0,383080,True,1
ZeikoJoestar,2014.0,238960,True,1
ZeikoJoestar,2014.0,440,True,1
76561198019442854,2014.0,203290,True,1
hermannwolffen25,2014.0,301520,True,2
hermannwolffen25,2013.0,107900,True,1
hermannwolffen25,2015.0,550,True,1
hermannwolffen25,2015.0,570,True,1
hermannwolffen25,2014.0,4000,True,1
76561198098482126,2014.0,304930,True,2
76561198098482126,2014.0,440,True,2
76561198098482126,2014.0,12210,True,1
76561198098482126,2014.0,17410,True,2
76561198032376223,2013.0,730,True,2
76561198059286499,2013.0,200260,True,1
76561198059286499,2015.0,391540,True,1
76561198059286499,2015.0,265630,True,2
PotatoSaun,2015.0,218230,True,0
PotatoSaun,2015.0,404480,True,2
PotatoSaun,2014.0,304930,True,2
stevenw-s,2013.0,8190,True,2
Videogamedunderly,2015.0,271590,True,2
Mrbrightside_kent,2014.0,248390,True,2
Mrbrightside_kent,2014.0,550,True,1
finnzag1,2015.0,218620,True,1
snakrobotza3,2015.0,255710,True,1
snakrobotza3,2015.0,4000,True,2
snakrobotza3,2015.0,245170,True,1
snakrobotza3,2015.0,250760,True,2
snakrobotza3,2015.0,247730,False,1
ANIMEPUSSY,2013.0,240,True,1
ANIMEPUSSY,2015.0,248820,True,2
ANIMEPUSSY,2015.0,224540,False,1
Jupacka,2015.0,107100,True,2
76561198048088970,2015.0,417860,True,1
76561198048088970,2013.0,24240,True,2
76561198094413234,2014.0,440,True,1
76561198094413234,2015.0,105600,True,2
LonelyOM,2014.0,300991,True,2
76561198107601321,2015.0,391540,True,2
linlinlay,2014.0,570,True,2
linlinlay,2015.0,72850,True,0
linlinlay,2014.0,224580,True,2
linlinlay,2014.0,209870,False,2
linlinlay,2013.0,730,True,2
rarejapan,2013.0,47410,True,2
rarejapan,2015.0,13230,True,2
76561198081530329,2015.0,282440,True,2
borgsy2revampedTV,2015.0,206420,True,0
borgsy2revampedTV,2015.0,340170,True,2
76561198244813534,2015.0,39120,True,2
waruikaijin,2015.0,730,True,1
waruikaijin,2015.0,323470,True,2
waruikaijin,2015.0,440,True,1
waruikaijin,2014.0,218230,True,2
waruikaijin,2014.0,304930,False,0
76561198076539681,2014.0,730,True,2
Jasrad,2014.0,20920,False,0
Jasrad,2014.0,243470,True,2
Jasrad,2014.0,209160,True,1
Jasrad,2015.0,730,True,2
76561198119691766,2015.0,346110,True,2
76561198119691766,2014.0,570,True,1
76561198129380421,2015.0,730,True,2
76561198100665500,2015.0,730,True,1
76561198068538206,2015.0,570,True,1
76561198109068932,2015.0,227300,True,1
18082001,2015.0,200210,True,2
76561198062336903,2015.0,270210,True,2
76561198062336903,2014.0,440,True,2
76561198062336903,2014.0,4000,True,2
ifyourreadingthisgetdunkedon,2015.0,244850,True,1
76561198029589709,2015.0,440,True,2
76561198029589709,2012.0,91310,True,1
76561198029589709,2013.0,212480,True,2
76561198029589709,2013.0,17500,True,1
imonyouutube,2013.0,35140,True,1
imonyouutube,2014.0,207140,True,1
imonyouutube,2014.0,304930,True,2
imonyouutube,2014.0,228380,True,2
imonyouutube,2014.0,249630,True,2
imonyouutube,2014.0,298600,True,0
PritchardGSD,2014.0,34030,True,2
PritchardGSD,2014.0,287980,True,2
PritchardGSD,2013.0,235800,True,2
PritchardGSD,2013.0,221380,True,2
PritchardGSD,2012.0,113200,True,2
PritchardGSD,2015.0,48700,True,2
PritchardGSD,2015.0,304050,False,2
PritchardGSD,2015.0,218620,True,2
sam_mindyourbuisnesslove,2015.0,730,True,2
sam_mindyourbuisnesslove,2014.0,252490,True,2
sam_mindyourbuisnesslove,2015.0,730,True,2
76561198054772649,2014.0,286340,True,2
76561198069254820,2014.0,304930,True,2
76561198069254820,2014.0,223470,True,2
76561198069254820,2014.0,1280,True,2
MrProvidings,2015.0,391540,True,0
MrProvidings,2015.0,377160,True,2
Gaben_Z,2013.0,8930,True,2
Gaben_Z,2014.0,99900,True,1
Gaben_Z,2014.0,10,True,2
6golf6,2014.0,550,True,1
mayshowganmore,2014.0,99810,False,0
mayshowganmore,2015.0,303210,True,1
tzarius,2015.0,323320,True,2
tzarius,2014.0,219890,True,2
tzarius,2013.0,4000,True,1
tzarius,2014.0,226700,True,0
tzarius,2015.0,440,True,2
insenzato,2013.0,1250,True,2
HunterSLAYERR,2014.0,72850,True,2
HunterSLAYERR,2012.0,440,True,1
76561198073094072,2014.0,8190,True,0
EjWild,2014.0,207210,True,2
EjWild,2014.0,263760,True,2
secretmessage6969,2014.0,246580,True,0
Cydran,2014.0,200710,True,2
Cydran,2014.0,224760,True,2
Cydran,2011.0,4000,True,2
Cydran,2015.0,320760,True,0
Cydran,2014.0,22650,True,0
wolop,2015.0,730,True,2
fattyahead,2014.0,304930,True,1
fattyahead,2015.0,105600,True,1
76561198067546287,2014.0,4000,True,1
76561198067546287,2013.0,440,True,1
76561198067546287,2015.0,333930,False,1
76561198067546287,2014.0,4000,True,2
76561198067546287,2015.0,4000,True,1
76561198111094443,2015.0,6860,True,2
GaffyAreAwesome,2015.0,346010,True,1
LTHW,2015.0,218620,False,2
LTHW,2015.0,730,True,1
LTHW,2014.0,440,True,1
LTHW,2015.0,354240,True,2
LTHW,2014.0,263420,True,1
76561198049338710,2014.0,242680,True,1
76561198044060397,2015.0,290730,True,1
76561198044060397,2015.0,440,True,1
piepai,2014.0,570,False,0
76561198218523079,2015.0,730,True,1
ninja0123,2014.0,550,True,2
76561198063617154,2014.0,218330,True,2
76561198057953245,2014.0,730,True,2
76561198076240240,2015.0,268650,True,1
76561198076240240,2015.0,301520,True,0
12312312332123,2015.0,230410,False,2
12312312332123,2015.0,730,True,1
76561198101401653,2014.0,51100,True,2
76561198101401653,2013.0,200210,True,2
DeathInTheAfternoon,2014.0,730,True,2
76561198016066771,2014.0,219740,True,2
Keemstarisgoat,2014.0,440,False,1
76561198086885214,2014.0,250340,True,2
76561198086885214,2014.0,21000,True,2
GAMESNIPERSTUDIOS,2014.0,33900,True,2
GAMESNIPERSTUDIOS,2014.0,214230,True,2
76561198098088298,2014.0,237630,True,2
76561198098088298,2014.0,209160,False,0
76561198098088298,2015.0,218620,False,0
76561198098088298,2015.0,242760,True,2
76561198098088298,2015.0,226700,True,1
MIMMATA,2015.0,246900,True,1
MIMMATA,2013.0,630,True,1
MIMMATA,2012.0,219740,True,1
MIMMATA,2015.0,323470,True,1
MIMMATA,2012.0,204300,True,2
MIMMATA,2015.0,274940,True,2
BrookeAH,2014.0,4000,True,2
BrookeAH,2014.0,209870,True,2
BrookeAH,2013.0,7670,True,2
darkking2098,2013.0,218230,True,1
darkking2098,2014.0,220240,True,2
darkking2098,2014.0,202170,True,2
darkking2098,2014.0,252490,True,2
76561198073280697,2014.0,252490,False,0
76561198073280697,2015.0,730,False,0
76561198006896411,2015.0,359320,False,2
76561198006896411,2015.0,232090,True,0
76561198006896411,2015.0,291650,False,0
76561198006896411,2015.0,234140,True,0
76561198006896411,2015.0,388520,False,0
76561198006896411,2013.0,9420,True,2
topkekhehe,2014.0,201790,True,2
topkekhehe,2013.0,1840,True,1
topkekhehe,2014.0,208090,True,0
topkekhehe,2015.0,72850,True,2
76561198046777861,2015.0,235580,True,2
76561198046777861,2014.0,252030,True,2
bobby09890,2014.0,440,True,2
76561198083797462,2014.0,550,True,2
Taithius,2015.0,218620,True,1
76561198043319694,2015.0,209000,True,0
76561198054605641,2015.0,223470,True,0
76561198054605641,2015.0,200260,True,2
76561198054605641,2014.0,313740,True,2
76561198054605641,2014.0,212180,True,0
76561198054605641,2014.0,730,True,0
SitteNKitteNMitteN,2014.0,268750,True,2
SitteNKitteNMitteN,2015.0,322330,True,2
oldsauce,2013.0,105600,True,2
76561198057519270,2015.0,287100,False,1
76561198057519270,2014.0,211820,True,2
76561198057519270,2014.0,289650,False,0
76561198057519270,2014.0,34330,True,2
76561198057519270,2015.0,730,True,2
___Plasma___,2015.0,4000,True,2
76561197977767929,2015.0,341800,True,2
76561198081026741,2013.0,620,True,2
wer38,2014.0,202970,True,2
Wallfinstein,2015.0,416590,True,2
Wallfinstein,2015.0,287920,True,2
Wallfinstein,2015.0,346900,True,2
Wallfinstein,2015.0,230410,True,2
Wallfinstein,2013.0,219150,True,2
Wallfinstein,2014.0,247000,True,2
Wallfinstein,2014.0,4580,True,2
UberScapE,2014.0,223830,True,2
UberScapE,2014.0,245620,True,2
UberScapE,2014.0,34330,True,2
UberScapE,2015.0,322330,True,2
UberScapE,2014.0,242760,True,0
UberScapE,2014.0,550,True,2
QueenJesus,2015.0,34900,True,2
communiggersunite,2015.0,391540,False,1
communiggersunite,2015.0,313740,True,1
communiggersunite,2013.0,360,True,2
communiggersunite,2015.0,271590,True,2
communiggersunite,2014.0,220240,True,2
BestinTheWorldThund3r,2013.0,4000,True,2
BestinTheWorldThund3r,2014.0,10,True,2
BestinTheWorldThund3r,2015.0,570,True,1
BestinTheWorldThund3r,2014.0,222880,True,0
BestinTheWorldThund3r,2015.0,389570,True,2
76561198057065903,2015.0,218620,True,2
76561198056401881,2014.0,319510,True,2
76561198056401881,2014.0,49520,True,2
76561198056401881,2015.0,243800,True,2
minecast24,2015.0,4000,True,2
minecast24,2014.0,235800,True,2
minecast24,2015.0,216150,False,2
095732,2015.0,304030,False,1
Gayleri,2015.0,218620,True,1
Gayleri,2014.0,206420,True,1
76561198092473445,2015.0,315394,False,0
76561198092473445,2013.0,99900,True,2
76561198092473445,2015.0,315392,False,2
76561198092473445,2015.0,315396,True,2
76561198092473445,2014.0,208090,True,0
76561198092473445,2014.0,238320,True,0
76561198092473445,2014.0,245550,True,1
76561198092473445,2013.0,218620,True,1
dandeshit,2015.0,1250,True,1
76561198088082495,2014.0,50300,True,2
76561198088082495,2015.0,221380,True,1
76561198071297495,2015.0,203140,True,1
Luk_muller24,2015.0,204360,True,2
Luk_muller24,2015.0,17390,False,0
Luk_muller24,2015.0,250400,True,1
Luk_muller24,2014.0,218230,True,1
Luk_muller24,2014.0,12210,True,1
Luk_muller24,2014.0,251570,True,2
Luk_muller24,2014.0,18820,True,1
Luk_muller24,2015.0,72850,True,0
Hybrid2000,2015.0,222880,False,1
GUNIME,2015.0,298110,True,2
GUNIME,2015.0,239140,True,2
GUNIME,2015.0,273350,True,0
GUNIME,2014.0,246900,True,1
111222333444555666888,2015.0,307880,True,2
111222333444555666888,2015.0,8870,True,1
111222333444555666888,2014.0,246900,True,1
111222333444555666888,2015.0,307880,True,2
111222333444555666888,2015.0,8870,True,1
111222333444555666888,2015.0,107100,True,2
111222333444555666888,2015.0,440,True,2
111222333444555666888,2015.0,304050,True,2
76561198077032945,2014.0,304930,True,2
76561198077032945,2013.0,570,True,2
76561198077032945,2015.0,355180,True,2
haza856,2015.0,304930,True,2
LASSO133,2015.0,233450,True,0
LASSO133,2014.0,224260,True,2
LASSO133,2014.0,219640,True,1
LASSO133,2012.0,440,True,1
76561198062537635,2012.0,204100,True,2
76561198062537635,2015.0,105600,True,0
76561198062537635,2015.0,351990,True,2
76561198062537635,2015.0,4000,True,2
10Degree,2015.0,730,True,2
10Degree,2015.0,270450,True,2
10Degree,2014.0,238460,True,2
Fishfacecupcake,2013.0,550,True,2
Andydds,2015.0,32370,True,2
Andydds,2015.0,224540,False,2
Andydds,2014.0,208090,True,2
76561198090150367,2014.0,250900,True,1
11XGX,2014.0,224260,True,2
11XGX,2014.0,254700,False,2
76561198066067219,2013.0,226700,False,2
76561198066067219,2014.0,252490,True,1
76561198013524144,2014.0,221100,True,2
LifeOfPeder,2013.0,211820,True,2
LifeOfPeder,2013.0,113200,True,2
LifeOfPeder,2014.0,107410,True,1
acualyisdolan,2013.0,259080,True,2
76561198066170298,2013.0,219640,True,2
76561197971059162,2015.0,248820,True,2
76561197971059162,2015.0,730,True,2
76561197971059162,2015.0,333930,True,2
76561198072798256,2015.0,230410,True,2
GameFreak2401,2015.0,113400,True,2
GameFreak2401,2015.0,218620,True,0
GameFreak2401,2014.0,301520,True,2
GameFreak2401,2014.0,440,False,2
GameFreak2401,2013.0,236390,True,2
GameFreak2401,2014.0,200260,True,1
GameFreak2401,2014.0,330830,True,2
GameFreak2401,2014.0,245550,True,2
Blokniper,2012.0,204300,True,2
Blokniper,2013.0,730,True,2
Blokniper,2015.0,247730,True,2
sparkmastertape,2013.0,620,True,2
xX420BlazeItNoScopeXx,2013.0,620,True,2
xX420BlazeItNoScopeXx,2013.0,209160,False,2
erangaea,2014.0,221100,True,1
erangaea,2013.0,620,True,2
76561198095149792,2013.0,4000,True,0
2sBs,2013.0,730,True,0
2sBs,2012.0,440,True,2
2sBs,2014.0,207610,True,2
2sBs,2015.0,72850,True,0
2sBs,2014.0,265930,True,0
2sBs,2014.0,730,True,2
2sBs,2015.0,271590,False,0
76561198059294520,2014.0,316260,True,2
DestinyzFate,2014.0,260160,True,2
ryno69445,2014.0,278360,True,1
ryno69445,2014.0,104900,True,2
ryno69445,2015.0,312990,True,2
ryno69445,2014.0,236390,True,2
ryno69445,2014.0,263280,False,0
4321louis,2014.0,261030,True,2
76561198097881853,2015.0,232430,True,2
76561198097881853,2015.0,730,True,2
5p1d3r5,2015.0,218620,False,2
7otato,2014.0,228380,True,2
76561198003546877,2012.0,205100,True,2
76561198003546877,2012.0,48700,True,2
76561198003546877,2015.0,289650,False,0
76561198003546877,2014.0,730,True,2
76561198003546877,2013.0,440,True,1
YouAreDedNottaBigSoupPrice,2015.0,248570,True,2
YouAreDedNottaBigSoupPrice,2014.0,300,False,2
YouAreDedNottaBigSoupPrice,2015.0,355840,False,2
haoliu98,2015.0,383080,True,1
haoliu98,2015.0,264380,True,0
haoliu98,2015.0,304930,True,2
haoliu98,2015.0,224260,True,2
haoliu98,2015.0,322170,True,2
dotcomplicated,2014.0,730,True,2
dotcomplicated,2014.0,570,True,0
puddingtip,2015.0,730,True,1
zoozles,2014.0,219640,True,2
zoozles,2011.0,440,True,1
zoozles,2015.0,440,True,2
76561198092333882,2014.0,265930,True,2
yousnownothingknowjohn,2013.0,218680,True,2
76561198081511281,2014.0,730,True,2
76561198081511281,2015.0,730,True,0
TiddlysWink,2015.0,72850,False,0
TiddlysWink,2014.0,238460,False,0
MrRedo10,2015.0,271590,True,2
MrRedo10,2015.0,42680,True,2
MrRedo10,2015.0,440,True,2
MrRedo10,2014.0,47810,True,2
MrRedo10,2014.0,24200,True,2
MrRedo10,2014.0,35140,True,2
kharmakazi,2013.0,440,True,2
kharmakazi,2014.0,49520,True,2
BRoLance,2015.0,298240,True,2
76561198073809841,2013.0,236390,True,1
76561198081869264,2014.0,258180,True,2
DODOPERRA,2015.0,362890,True,2
76561198015511443,2015.0,218620,True,2
Diabolum,2015.0,400,True,2
Diabolum,2015.0,304930,True,2
Diabolum,2015.0,105600,True,2
Diabolum,2015.0,220,True,2
Diabolum,2015.0,220160,True,2
Diabolum,2013.0,224260,True,2
jacob8866,2015.0,369580,True,2
jacob8866,2014.0,252490,True,2
76561198086846878,2015.0,218620,True,2
WhiteRavinx,2015.0,252490,True,2
76561198078957196,2013.0,4000,True,2
barbas1,2014.0,440,True,2
barbas1,2013.0,218620,True,2
elegantskullmid,2014.0,212680,True,2
blaflum_lum,2014.0,264200,True,2
blaflum_lum,2014.0,242860,True,2
blaflum_lum,2014.0,219150,True,2
blaflum_lum,2014.0,211820,True,2
76561198055552726,2014.0,730,True,2
76561197992670186,2014.0,440,True,2
76561197992670186,2015.0,730,True,2
thecakeisALy,2015.0,221100,False,0
76561198160501969,2014.0,242760,True,2
76561198010391123,2014.0,261030,True,2
76561198010391123,2014.0,220200,True,2
mr_cat,2015.0,335240,False,1
mr_cat,2015.0,252490,True,0
mr_cat,2015.0,236850,True,2
mr_cat,2015.0,318130,True,2
mr_cat,2014.0,289130,True,1
76561198061639357,2015.0,9480,True,2
76561198032570194,2015.0,24240,True,0
76561198032570194,2014.0,286100,True,2
Hoovyspenser,2014.0,400,True,2
Hoovyspenser,2015.0,105600,True,2
76561198053183010,2014.0,265930,True,2
76561198053183010,2014.0,440,True,2
BulbLight_,2013.0,230700,False,0
BulbLight_,2013.0,204240,True,2
a4nic8er,2013.0,72850,True,2
a4nic8er,2012.0,208140,True,2
a4nic8er,2011.0,440,True,2
a4nic8er,2011.0,22330,True,2
a4nic8er,2013.0,4000,True,2
a4nic8er,2012.0,1840,True,1
76561198086790598,2014.0,238010,True,2
12391939123,2014.0,102500,True,2
12391939123,2013.0,235800,True,1
aaronryuchi,2014.0,4000,True,0
aaronryuchi,2015.0,440,True,2
rimisaccount,2014.0,7520,False,2
76561198090867859,2014.0,43160,True,2
76561198068176506,2014.0,313740,True,1
Abominog6,2014.0,570,True,0
TheBluePyro,2013.0,440,True,2
TheBluePyro,2014.0,286080,False,2
TheBluePyro,2013.0,570,True,2
TheBluePyro,2015.0,295110,True,2
TheBluePyro,2015.0,252950,True,2
Rhinoza,2015.0,218620,False,0
rakeial,2014.0,570,True,2
AbuseNab,2014.0,214490,True,2
AbuseNab,2013.0,218230,True,2
76561198068666800,2014.0,6060,True,2
76561198068666800,2015.0,215100,True,2
76561198068666800,2014.0,23310,True,0
76561198068666800,2014.0,72850,True,0
AzuriteBurst,2014.0,440,True,1
AzuriteBurst,2014.0,230410,True,2
aceofspadesfg,2015.0,346110,True,2
76561198065388255,2014.0,48700,True,2
76561198065388255,2012.0,24740,True,2
hugh244,2012.0,4000,True,2
hugh244,2015.0,570,True,0
hugh244,2015.0,232090,True,2
hugh244,2014.0,206440,True,2
76561198089228252,2013.0,212680,True,2
76561198089228252,2012.0,218230,True,2
76561198040104199,2014.0,238010,True,2
76561198040104199,2012.0,440,True,2
76561198040104199,2014.0,218620,True,0
76561198040104199,2014.0,570,True,2
76561198040104199,2014.0,440,True,1
brandonalpha,2014.0,65800,True,2
AcesCyraxGaming,2014.0,327890,True,2
sarganis,2015.0,380,True,2
ActionMedic,2014.0,270550,True,1
ActionMedic,2014.0,219740,True,2
ActionMedic,2014.0,8190,True,0
ActionMedic,2013.0,550,True,2
ActionMedic,2015.0,354140,True,2
ActionMedic,2015.0,204360,True,2
Wuhooo,2013.0,200210,True,2
adman44532,2013.0,207610,True,2
marko101,2015.0,271590,True,0
marko101,2015.0,252950,True,2
marko101,2015.0,200210,True,0
marko101,2014.0,221100,True,2
dandan472,2014.0,730,True,1
dandan472,2015.0,730,True,2
dandan472,2014.0,730,True,2
dandan472,2013.0,440,True,2
heavygoingblah,2014.0,440,True,1
kab4002,2015.0,301520,True,2
kab4002,2015.0,386070,True,2
76561198060811426,2015.0,377160,True,2
76561198060811426,2015.0,271590,False,0
76561198060811426,2013.0,221640,True,2
76561198060811426,2013.0,49600,True,2
76561198060811426,2013.0,107100,True,2
76561198060811426,2013.0,211820,True,2
76561198060811426,2014.0,236430,False,0
76561198060811426,2014.0,263680,False,1
Adnurak,2015.0,299460,True,1
Adnurak,2014.0,4920,True,2
Adnurak,2014.0,570,True,0
76561198067070151,2014.0,72850,True,2
Efficentct,2015.0,375510,True,1
Efficentct,2015.0,57300,True,0
mcconnorhey,2014.0,6060,True,2
mcconnorhey,2014.0,4000,True,1
mcconnorhey,2014.0,250900,True,2
mcconnorhey,2014.0,304930,True,2
76561198087934431,2015.0,570,True,1
omegaunlocked,2015.0,221100,False,0
omegaunlocked,2015.0,204300,True,1
superaero,2015.0,42910,True,2
superaero,2015.0,218230,True,0
superaero,2015.0,730,True,2
superaero,2014.0,208090,True,2
superaero,2015.0,15120,True,0
superaero,2015.0,351640,True,2
76561198066566937,2013.0,730,True,2
76561198058251735,2014.0,229580,True,2
76561198044353999,2013.0,730,True,2
76561198044353999,2015.0,264200,True,0
VolatileChaos,2015.0,363890,True,2
VolatileChaos,2014.0,274920,True,2
76561198073418523,2014.0,222880,True,2
Xyphien,2015.0,291550,True,2
Xyphien,2014.0,242760,True,2
Xyphien,2014.0,440,True,2
Xyphien,2015.0,3320,True,2
Xyphien,2015.0,730,True,2
ApexAgera,2015.0,33930,True,2
ApexAgera,2014.0,238460,True,0
ApexAgera,2014.0,630,True,2
ApexAgera,2014.0,265930,True,1
zealva,2015.0,360640,True,2
zealva,2015.0,375950,True,2
zealva,2015.0,249130,False,2
Agnt007,2015.0,363970,True,2
Agnt007,2015.0,265930,True,2
Agnt007,2015.0,105600,True,2
Agnt007,2015.0,730,True,2
Agnt007,2014.0,17410,True,2
Agnt007,2015.0,33930,False,0
76561198006537919,2015.0,253250,True,2
zixwot,2015.0,218620,True,2
zixwot,2015.0,252490,True,2
zixwot,2014.0,105600,True,2
AHMystic,2014.0,220200,True,2
AHMystic,2015.0,113400,True,1
AHMystic,2015.0,224260,True,2
76561198059318725,2014.0,317960,True,2
sickdardsrus,2015.0,300820,False,2
sickdardsrus,2014.0,225140,True,2
H34sh0t_R3kt,2013.0,72850,True,2
76561198028290577,2011.0,43110,True,2
76561198028290577,2015.0,230410,True,2
76561198023347592,2014.0,317360,True,1
76561198023347592,2014.0,108600,True,2
76561198091794114,2013.0,259080,True,2
NaruseAiria,2013.0,208520,True,2
NaruseAiria,2015.0,304930,True,2
NaruseAiria,2014.0,218230,True,1
76561198067716040,2014.0,259530,True,2
76561198067716040,2015.0,212200,True,2
Aizaak,2014.0,244850,True,2
Aizaak,2015.0,730,True,2
Aizaak,2015.0,375600,True,2
cass_h01,2015.0,300080,False,0
76561198051306831,2014.0,440,True,2
76561198051306831,2014.0,268420,True,2
AJGANGSTER,2015.0,206500,True,2
Ami_Ajimu,2015.0,282900,True,2
oLdxZ5vt,2014.0,570,True,2
oLdxZ5vt,2014.0,440,True,2
aket87,2015.0,282900,True,2
oLdxZ5vt,2014.0,570,True,2
oLdxZ5vt,2014.0,440,True,2
oLdxZ5vt,2014.0,304930,True,2
aket87,2015.0,221100,True,2
aket87,2014.0,730,True,2
76561198068702328,2014.0,218620,False,0
brantrix,2015.0,550,True,2
brantrix,2015.0,4570,True,2
blackniggers,2015.0,265630,True,2
AeiouLmao,2014.0,220,True,2
AeiouLmao,2014.0,271290,True,2
AeiouLmao,2014.0,304930,True,2
AeiouLmao,2014.0,244850,False,2
AeiouLmao,2014.0,252490,True,2
AeiouLmao,2014.0,303390,False,0
AeiouLmao,2014.0,107410,True,2
this_is_my_link,2013.0,4000,True,2
IsAPervert,2014.0,221100,True,1
76561198106346859,2015.0,209870,False,0
76561198106346859,2015.0,245130,False,2
76561198100050147,2014.0,291480,False,0
avdl,2015.0,355840,False,0
avdl,2015.0,348460,False,2
apex124,2014.0,299700,False,0
apex124,2014.0,244850,True,2
ALEXTHENINJA007,2014.0,4000,True,1
ALEXTHENINJA007,2013.0,440,True,2
ALEXTHENINJA007,2013.0,261030,True,2
76561198059589725,2014.0,264140,True,1
alfcapone,2014.0,218230,True,2
alfcapone,2014.0,205100,True,2
alfcapone,2014.0,204450,True,2
alfcapone,2014.0,250320,True,2
alfcapone,2014.0,55230,True,2
alfcapone,2013.0,72850,True,2
alfcapone,2015.0,393420,True,0
alfcapone,2015.0,39210,True,2
alfcapone,2014.0,236790,False,2
Axt5,2015.0,730,True,1
Axt5,2015.0,236450,True,2
goblinop,2015.0,239350,True,2
allan94,2015.0,18700,True,2
aLLCAPS,2015.0,238460,True,2
aLLCAPS,2014.0,204630,True,2
aLLCAPS,2014.0,550,True,0
aLLCAPS,2013.0,35720,True,2
aLLCAPS,2011.0,440,True,2
aLLCAPS,2015.0,359550,False,1
aLLCAPS,2015.0,243870,True,2
Oniityan_H,2013.0,570,True,0
Oniityan_H,2013.0,107410,True,2
Oniityan_H,2015.0,298630,True,2
amarethepegasus,2015.0,239800,True,1
amarethepegasus,2015.0,304930,True,2
76561198065247420,2015.0,219150,True,2
76561198065247420,2014.0,208090,True,2
76561198065247420,2015.0,28000,False,0
76561198065247420,2014.0,242800,False,0
76561198065247420,2015.0,243470,False,2
AlmightyShippo,2013.0,205910,True,2
AlmightyShippo,2013.0,233720,True,0
AlmightyShippo,2015.0,374570,True,2
AlmightyShippo,2014.0,251870,True,2
76561198032586095,2014.0,250600,True,2
76561198032586095,2013.0,8930,True,2
sorrentor,2014.0,259080,True,2
aloe2020,2015.0,218620,False,0
aloe2020,2015.0,295270,False,0
Juzy1,2013.0,440,True,2
agusdemyx25,2014.0,312990,True,2
agusdemyx25,2015.0,359050,False,2
twunka,2013.0,105600,True,2
76561198062396491,2015.0,242920,True,2
76561198062396491,2014.0,218620,True,1
76561198062396491,2014.0,207140,True,1
Alphix1,2014.0,550,True,1
76561198038192707,2014.0,105600,True,2
76561198082160445,2014.0,440,True,1
76561198082160445,2015.0,271590,True,2
76561198052744170,2015.0,285920,True,2
Tiago_Henrique,2014.0,440,True,2
Aluriana,2014.0,2420,True,2
76561198060713420,2014.0,730,True,2
76561198060713420,2015.0,239350,True,0
Reggit,2014.0,271290,True,2
Reggit,2015.0,227940,True,2
76561197970989261,2015.0,295110,True,1
76561197970989261,2015.0,220,True,1
76561197970989261,2015.0,261640,True,1
76561198093242240,2014.0,440,True,2
76561198087570173,2012.0,221080,True,2
FUCKINGkike,2015.0,440,True,0
FUCKINGkike,2014.0,202970,True,2
FUCKINGkike,2015.0,22380,True,2
averageperson,2014.0,10,True,2
76561198072207162,2015.0,346900,True,0
76561198081009511,2014.0,332800,True,1
76561198126054808,2014.0,316720,True,0
My3DS,2014.0,331470,True,2
AncientArtofDaiSuKi,2014.0,319510,True,2
AncientArtofDaiSuKi,2014.0,271290,True,2
AncientArtofDaiSuKi,2015.0,339800,True,2
AncientArtofDaiSuKi,2014.0,327410,True,2
AncientArtofDaiSuKi,2014.0,334660,True,1
AncientArtofDaiSuKi,2014.0,440,True,2
AncientArtofDaiSuKi,2015.0,218620,True,2
