app_name,release_date,item_id,precio
Finding Teddy,2013-12-03,259600,6.99
Dark Fall 2: Lights Out,2004-08-24,260710,4.99
Dark Fall: The Journal,2002-06-19,260690,4.99
Finding Teddy Soundtrack,2013-12-03,267660,0.0
Alex Hunter - Lord of the Mind Platinum Edition,2013-12-03,266940,6.99
Batman: Arkham Origins - Initiation,2013-12-03,237619,6.99
Maia,2013-12-03,252250,24.99
Rocksmith® 2014 – The Who Song Pack,2013-12-03,258377,11.99
Rocksmith® 2014 – The Who - “Baba O’Riley”,2013-12-03,258372,2.99
Rocksmith® 2014 – The Who - “Behind Blue Eyes”,2013-12-03,258373,2.99
Rocksmith® 2014 – The Who - “Who Are You”,2013-12-03,258374,2.99
Rocksmith® 2014 – The Who - “Pinball Wizard”,2013-12-03,258375,2.99
Rocksmith® 2014 – ONE OK ROCK - “NO SCARED”,2013-12-03,258384,2.99
Rocksmith® 2014 – ONE OK ROCK - “Liar”,2013-12-03,258385,2.99
Rocksmith® 2014 – The Who - “The Seeker”,2013-12-03,258376,2.99
The Holiday Express,2013-12-04,222621,6.99
LogoMaker 4,2013-12-04,257610,29.99
Broken Sword 5 - the Serpent's Curse,2014-06-20,262940,24.99
Darkout,2013-12-04,257050,14.99
The Cat Lady,2012-12-01,253110,9.99
Savant - Ascent,2013-12-04,259530,1.99
Oozi: Earth Adventure,2013-12-05,257990,4.99
Dominions 4: Thrones of Ascension,2013-12-05,259060,34.99
Neverwinter,2013-12-05,109600,0.0
Clickteam Fusion 2.5,2013-12-05,248170,99.99
Wooden Sen'SeY,2013-12-05,259830,9.99
Ravensword: Shadowlands,2013-12-06,253410,6.99
DARK - Cult of the Dead DLC,2013-12-05,249170,5.99
Shufflepuck Cantina Deluxe,2013-12-06,259510,9.99
Particulars,2014-11-19,259470,5.99
Rocksmith® 2014 – Disturbed Song Pack,2013-12-10,258391,7.99
Rocksmith® 2014 – Disturbed - “Down with the Sickness”,2013-12-10,258388,2.99
King’s Bounty: Legions,2013-12-10,235400,0.0
Rocksmith® 2014 – Disturbed - “Voices”,2013-12-10,258390,2.99
Euro Truck Simulator 2 - Ice Cold Paint Jobs Pack,2013-12-10,266930,1.99
Assassin’s Creed®IV Black Flag™ - MP Character Pack: Blackbeard's Wrath,2013-12-10,264802,2.99
Velocity®Ultra - Soundtrack,2013-12-12,267880,4.99
Sanctum 2: The Last Stand,2013-12-12,237090,4.99
FATE,2005-05-18,246840,7.99
Call of Duty®: Ghosts - Festive Personalization Pack,2013-12-12,268100,0.0
Not The Robots,2013-12-12,257120,9.99
Spaceforce Constellations,2013-12-12,263800,9.99
Tales of Maj'Eyal,2012-12-31,259680,6.99
Painkiller Hell & Damnation: City Critters,2013-12-13,229310,6.99
Marc Eckō's Getting Up: Contents Under Pressure,2006-02-14,260190,14.99
Pinball Arcade: Season Three Pro Pack,2013-12-16,268281,39.99
Pinball Arcade: Season Three Pack,2013-12-16,268280,29.99
PAYDAY 2: The Charlie Santa Heist,2013-12-16,271110,0.0
Alan Wake Bonus Materials,2013-12-17,268560,0.0
Episode 3 - The Fisherman and His Wife,2014-01-06,261392,0.99
Magicka: The Ninth Element Novel,2013-12-17,266740,4.99
RaySupreme 3D,2013-12-16,262650,39.99
Airport Simulator 2014,2013-12-19,267600,9.99
Woodcutter Simulator 2013,2013-12-19,267610,9.99
Master Reboot Art Book and Soundtrack,2013-12-19,271100,6.99
PAYDAY 2: A Merry Payday Christmas Soundtrack,2013-12-19,267381,0.0
Europa Universalis IV: Songs of Yuletide,2013-12-20,241373,0.0
Ragnarok Online 2 - Santa Claus Essentials Pack,2013-12-19,265090,49.99
Guncraft: Holiday Block Pack,2013-12-20,259122,0.99
Crusader Kings II: Songs of Yuletide,2013-12-20,226671,0.0
Episode 4 - Puss in Boots,2014-01-06,261393,0.99
Episode 8 - Beauty and the Beast,2014-01-06,261397,0.99
Episode 5 - The Girl Without Hands,2014-01-06,261394,0.99
Episode 7 - The Devil and His Three Golden Hairs,2014-01-06,261396,0.99
Episode 6 - Godfather Death,2014-01-06,261395,0.99
Episode 9 - The Master Thief,2014-01-06,261398,0.99
Magic 2014 “Warsmith” Foil Conversion,2014-01-08,215922,0.99
Episode 10 - The Singing Bone,2014-01-06,261399,0.99
Rocksmith® 2014 – Aerosmith Song Pack,2014-01-07,271415,11.99
Magic 2014 “Warsmith” Deck Key,2014-01-08,215921,0.99
Magic 2014 “Hunting Season” Foil Conversion,2014-01-08,215914,0.99
Magic 2014 “Hunting Season” Deck Key,2014-01-08,215913,0.99
Magic 2014 - Deck Pack 3,2014-01-08,215912,2.99
Cold War,2005-09-27,260650,4.99
CONSORTIUM,2014-01-08,264240,9.99
Nidhogg,2014-01-13,94400,9.99
Galcon Legends,2014-01-13,201040,4.99
Awesomenauts - SUSI Announcer,2014-01-13,256510,3.99
Sound of the Human Tanks,2012-09-14,271010,9.99
Saints Row IV - Stone Age Pack,2014-01-14,247305,2.99
Assassin’s Creed® Liberation HD,2014-01-15,260210,19.99
Train Simulator: West Coast Main Line Over Shap Route Add-On,2014-01-16,222613,39.99
Assassin’s Creed® Liberation HD - Bonus Pack,2014-01-15,272700,1.99
Loren The Amazon Princess - The Castle Of N'Mar DLC,2014-01-15,270700,6.99
Guilty Gear Isuka,2006-06-20,267900,9.99
Gun Metal,2003-09-23,267920,9.99
SpellForce 2 - Demons of the Past,2014-01-16,245050,19.99
Humans Must Answer,2014-01-16,261740,4.99
Estranged: Act I,2014-01-16,261820,0.0
SpellForce 2 - Demons of the Past - Soundtrack,2014-01-16,273290,4.99
Luxuria Superbia,2013-11-05,269150,6.99
Insurgency,2014-01-22,222880,9.99
Blast Em!,2014-01-22,257630,3.99
Paper Sorcerer,2013-11-21,263560,4.99
Blast Em! Source Code,2014-01-22,272690,9.99
Hero Siege,2014-01-29,269210,5.99
Broken Age - Soundtrack,2014-01-28,271950,6.99
Our Darker Purpose,2014-01-29,262790,14.99
The Castle Doctrine,2014-01-29,249570,15.99
Saturday Morning RPG,2014-01-29,263320,6.99
Star Swarm Stress Test,2014-01-30,267130,0.0
Tribloos 2,2013-01-12,271550,9.99
Train Simulator: Amtrak P42 DC 'Empire Builder' Loco Add-On,2014-01-30,222627,19.99
King's Bounty: Warriors of the North - Ice and Fire,2014-01-30,203358,4.99
Hostile Waters: Antaeus Rising,2001-06-14,267980,9.99
rymdkapsel,2014-01-30,253790,7.99
Serena,2014-01-30,272060,0.0
PAYDAY 2: Gage Weapon Pack #02,2014-01-30,275590,0.0
Octodad: Dadliest Catch,2014-01-30,224480,14.99
RPG Maker VX Ace - Inspirational Vol. 2,2014-01-31,271962,24.99
Aqua Kitty - Milk Mine Defender,2014-02-03,263880,6.99
"Rocksmith® 2014 – R.E.M. - “What’s the Frequency, Kenneth?”",2014-02-04,271426,2.99
Waves Soundtrack,2014-01-31,232990,0.99
Sword of the Stars: The Pit Soundtrack,2014-02-03,267720,4.99
Sentinel 3: Homeworld,2010-11-26,275350,6.99
Rocksmith® 2014 – R.E.M. - “Everybody Hurts”,2014-02-04,271428,2.99
Aces Wild: Manic Brawling Action!,2013-08-08,269230,9.99
Rocksmith® 2014 – R.E.M. - “The One I Love”,2014-02-04,271429,2.99
Rocksmith® 2014 – R.E.M. - “Überlin”,2014-02-04,271427,2.99
"Rocksmith® 2014 – R.E.M. - “Shiny, Happy People”",2014-02-04,271430,2.99
Rocksmith® 2014 – STRAIGHTENER - “ROCKSTEADY”,2014-02-04,271433,2.99
Rocksmith® 2014 – STRAIGHTENER - “From Noon Till Dawn”,2014-02-04,271432,2.99
Rocksmith® 2014 – R.E.M. Song Pack,2014-02-04,271431,11.99
Agarest: Generations of War,2014-02-04,237890,14.99
GTGD S1: More Than a Gamer,2014-02-13,269570,14.99
BlazBlue: Calamity Trigger,2014-02-13,263300,9.99
Kingdom Tales,2014-02-13,276440,4.99
Disciples III: Reincarnation,2014-02-14,10270,9.99
NaissanceE,2014-02-13,265690,14.99
Train Simulator: Canadian Mountain Passes: Revelstoke-Lake Louise,2014-02-14,222582,39.99
Crusader Kings II: Saxon Unit Pack,2014-02-14,226672,1.99
Crusader Kings II: Finno-Ugric Unit Pack,2014-02-14,226673,1.99
The Plan,2013-02-10,250600,0.0
LocoCycle,2014-02-14,224040,9.99
Eschalon: Book III,2014-02-14,257870,9.99
Girls Like Robots,2014-02-14,263460,6.99
METAL SLUG 3,2014-02-14,250180,7.99
Cube & Star: An Arbitrary Love,2014-02-14,261960,4.99
Card City Nights,2014-02-14,271820,3.99
Rocksmith® 2014 – The Birthday - “stupid”,2014-02-18,271440,2.99
Rocksmith® 2014 – RIZE - “PARADOX Taiso”,2014-02-18,271438,2.99
Rocksmith® 2014 – ACIDMAN - “Shinsekai”,2014-02-18,271439,2.99
Rocksmith® 2014 – Rise Against - “Prayer of the Refugee”,2014-02-18,271449,2.99
Rocksmith® 2014 – Rise Against - “Give It All”,2014-02-18,271450,2.99
Rocksmith® 2014 – Rise Against - “Make It Stop (September’s Children)”,2014-02-18,271451,2.99
Banished,2014-02-18,242920,19.99
Ikaruga,2014-02-18,253750,9.99
Rocksmith® 2014 – Rise Against - “Satellite”,2014-02-18,271453,2.99
Rocksmith® 2014 – Rise Against Song Pack,2014-02-18,271454,11.99
Rocksmith® 2014 – Rise Against - “Swing Life Away”,2014-02-18,271452,2.99
7 Wonders of the Ancient World,2014-02-18,275810,6.99
7 Wonders: Magical Mystery Tour,2014-02-18,275830,6.99
Hexcells,2014-02-19,265890,2.99
Hexcells Plus,2014-02-19,271900,2.99
Scania Truck Driving Simulator,2012-06-12,258760,9.99
PAYDAY 2: The Death Wish Update,2014-02-27,284430,0.0
MorphVOX - Special Effects Voices,2014-02-27,277721,2.99
Call of Duty®: Ghosts - Onslaught,2014-02-27,259250,14.99
The Yawhg,2013-05-30,269030,9.99
Europa Universalis IV: Colonial British and French Unit pack,2014-02-25,278711,1.99
Rocksmith® 2014 – The Doors - “Light My Fire”,2014-02-25,271445,2.99
Rocksmith® 2014 – The Doors - “Riders on the Storm”,2014-02-25,271446,2.99
Rocksmith® 2014 – The Doors - “Roadhouse Blues”,2014-02-25,271447,2.99
Rocksmith® 2014 – The Doors Song Pack,2014-02-25,271448,7.99
PAC-MAN MUSEUM Demo,2014-02-25,255760,0.0
Epic Battle Fantasy 4,2014-02-25,265610,11.99
Ultionus: A Tale of Petty Revenge,2014-02-25,279160,6.99
Assassin's Creed Freedom Cry,2014-02-25,277590,14.99
Castlevania: Lords of Shadow 2,2014-02-25,239250,39.99
Talisman - Character Pack #1 - Exorcist,2014-02-25,258813,1.99
Talisman: Digital Edition,2014-02-25,247000,7.99
Windforge,2014-03-11,266170,9.99
Galactic Command Echo Squad SE - Demo,2014-03-10,285690,0.0
PAC-MAN MUSEUM™ - Ms. PAC-MAN™ DLC,2014-02-26,255750,4.99
Towtruck Simulator 2015,2014-03-11,273760,9.99
Cities in Motion 2: European Cities,2014-03-11,283530,12.99
Talisman - Complete Runestone Deck,2014-02-25,258812,3.99
Dominique Pamplemousse,2014-03-11,270310,0.99
Rocksmith® 2014 – Heart - “Crazy On You”,2014-03-11,271455,2.99
Rocksmith® 2014 – Halestorm - “Love Bites (So Do I)”,2014-03-11,271456,2.99
Dominique Pamplemousse: Soundtrack & Sheet Music,2014-03-11,285550,1.99
Eets Munchies,2014-03-11,214550,6.99
1954 Alcatraz,2014-03-11,255280,9.99
TowerFall Ascension,2014-03-11,251470,14.99
Rocksmith® 2014 – Flyleaf - “All Around Me”,2014-03-11,271457,2.99
Dark Shadows - Army of Evil,2014-03-11,280640,4.99
Constant C,2014-03-07,251510,9.99
Space Hulk - Space Wolves Chapter,2014-03-11,274430,4.99
C9: Premium Package,2014-03-12,256230,34.99
ComiPo! Casual Wear,2014-03-14,283550,19.99
ComiPo! Swim Wear,2014-03-14,283551,24.99
C9: Steam Beginners Package,2014-03-12,284700,34.99
ComiPo! Summer Uniform & Sportswear,2014-03-14,283552,24.99
Batch Converter Plugin,2014-03-16,281100,9.99
Braveland,2014-03-17,285800,4.99
LYNE,2014-03-17,266010,2.99
Alpha Kimori™ 1,2014-03-17,265870,9.99
Deus Ex: The Fall,2014-03-18,258180,9.99
LUFTRAUSERS,2014-03-18,233150,9.99
Ku: Shroud of the Morrigan,2014-03-17,270330,4.99
Danmaku Unlimited 2,2014-03-18,280560,4.99
Rocksmith® 2014 – A Day To Remember - “All I Want”,2014-03-18,271460,2.99
BioShock Infinite: Burial at Sea - Episode Two,2014-03-25,214932,14.99
Rocksmith® 2014 – A Day To Remember - “It’s Complicated”,2014-03-18,271458,2.99
Rocksmith® 2014 – A Day To Remember - “The Downfall of Us All”,2014-03-18,271459,2.99
Train Simulator: DB BR 145 Loco Add-On,2014-03-20,222639,19.99
Cloudbuilt,2014-03-20,262390,19.99
Influent,2014-03-20,274980,9.99
Influent DLC - Deutsch [Learn German],2014-03-20,286970,4.99
Influent DLC - 한국어 [Learn Korean],2014-03-20,286971,4.99
Influent DLC - Latina [Learn Latin],2014-03-20,286972,4.99
Influent DLC - български [Learn Bulgarian],2014-03-20,286960,4.99
Influent DLC - Español [Learn Spanish],2014-03-20,286964,4.99
Influent DLC - 普通话 [Learn Mandarin Chinese],2014-03-20,286961,4.99
Influent DLC - English [Learn English],2014-03-20,286962,4.99
Influent DLC - 日本語 [Learn Japanese],2014-03-20,286966,4.99
Influent DLC - Français [Learn French],2014-03-20,286963,4.99
Influent DLC - Svenska [Learn Swedish],2014-03-20,286965,4.99
Heroine's Quest: The Herald of Ragnarok,2014-03-20,283880,2.99
Anmynor Puzzles,2014-03-20,275330,9.99
D.W.A.R.F.S.,2008-10-06,281560,5.99
My Pet Hotel,2014-03-27,276380,9.99
Castlevania: Lords of Shadow 2 - Armored Dracula Costume,2014-03-25,273150,0.99
Castlevania: Lords of Shadow 2 - Dark Dracula Costume,2014-03-25,273151,0.99
Castlevania: Lords of Shadow 2 - Relic Rune Pack,2014-03-25,273152,0.99
Rocksmith® 2014 – Matchbox Twenty - “3AM”,2014-03-25,271464,2.99
Gardens Inc. – From Rakes to Riches,2014-03-25,279420,9.99
Rocksmith® 2014 – Matchbox Twenty - “Push”,2014-03-25,271465,2.99
Rocksmith® 2014 – Matchbox Twenty - “How Far We’ve Come”,2014-03-25,271466,2.99
Rocksmith® 2014 – Matchbox Twenty - “She’s So Mean”,2014-03-25,271467,2.99
Mercenary Kings,2014-03-25,218820,19.99
Quest of Dungeons,2014-03-25,270050,4.99
Rocksmith® 2014 – Matchbox Twenty Song Pack,2014-03-25,271469,11.99
Calibre 10 Racing,2014-03-26,266370,1.99
Rocksmith® 2014 – Matchbox Twenty - “Unwell”,2014-03-25,271468,2.99
Train Simulator: Dispolok BR 189 Loco Add-On,2014-03-27,258645,19.99
Total War: ROME II - Hannibal at the Gates Campaign Pack,2014-03-27,273380,14.99
The Witch's Yarn,2014-04-03,287740,9.99
Scourge: Outbreak - Blindside PvP Map pack,2014-04-02,270650,1.99
FaeVerse Alchemy,2014-04-02,282880,0.0
Black Mirror II,2011-02-08,286460,9.99
2014 Edition Add-on - Masters of the World DLC,2014-04-03,278481,9.99
Abyss: The Wraiths of Eden,2012-10-29,284710,9.99
Marine Sharpshooter II: Jungle Warfare,2004-06-22,283370,9.99
Freight Tycoon Inc.,2007-08-15,289340,4.99
Konung 3: Ties of the Dynasty,2010-06-17,289380,2.99
Perimeter,2004-05-21,289440,3.99
The Tomorrow War,2009-05-04,289480,2.99
El Matador,2006-09-25,289280,3.99
Call of Duty®: Ghosts - Zakhaev Special Character,2014-04-03,281341,1.99
Call of Duty®: Ghosts - Legend Pack - Makarov,2014-04-03,281340,3.99
Call of Duty®: Ghosts - Rorke Special Character,2014-04-03,281342,1.99
Actual Sunlight,2014-04-03,288040,4.99
Euro Truck Simulator 2 - Force of Nature Paint Jobs Pack,2014-04-04,292320,1.99
Marauder,2009-09-10,289600,9.99
Oknytt,2013-07-08,286320,4.99
Half Minute Hero: The Second Coming,2014-04-04,240970,9.99
Harvester,1996-09-25,287020,5.99
GTGD S2: Just One Dev,2014-04-04,292350,0.99
Halo: Spartan Assault,2014-04-04,277430,2.99
Super Motherload,2013-11-15,269110,14.99
Leadwerks Game Engine - Professional Edition,2014-04-07,287760,99.99
Evolution RTS,2014-04-04,291150,0.0
"House of 1,000 Doors: Family Secrets Collector's Edition",2014-04-07,286500,9.99
Motte Island,2014-04-08,291290,4.99
Munich Bus Simulator,2014-04-07,283560,24.99
Paper Dungeons,2014-03-26,283040,9.99
Rocksmith® 2014 – Bob Dylan - “Just Like a Woman”,2014-04-08,271475,2.99
Zoom Player 13 : Steam Edition,2014-04-04,269550,29.96
Rocksmith® 2014 – Bob Dylan - “Like a Rolling Stone”,2014-04-08,271476,2.99
Rocksmith® 2014 – Bob Dylan - “Subterranean Homesick Blues”,2014-04-08,271477,2.99
Smugglers 5,2014-04-11,291450,9.99
Volt,2014-04-14,290280,1.99
Hive - The Ladybug,2014-04-14,258851,2.99
Krita Gemini,2014-06-10,280680,9.99
Town Scenery Pack,2009-01-01,256525,4.99
Platform Clutter Scenery Pack,2009-01-01,256524,4.99
Class A1 ‘Tornado’ Ex-Works Grey Add-on Livery,2009-01-01,256526,4.99
Class A1 'Tornado' Express Passenger Blue Add-on Livery,2009-01-01,256527,4.99
Thompson Class B1 LNER Green Add-on Livery,2009-01-01,256555,4.99
"F7 Southern Pacific ""Bloody Nose"" Add-on Livery",2009-01-01,256549,4.99
BR Class 31 Ochre Add-on Livery,2009-01-01,256552,4.99
BR Provincial Sector Class 143 Add-on Livery,2014-04-15,275163,4.99
BR Blue Class 08 Add-on Livery,2009-01-01,275804,4.99
BR Green Class 08 Add-on Livery,2009-01-01,275807,4.99
BR General Class 08 Add-on Livery,2009-01-01,275809,4.99
Class 31 Intercity Add-on Livery,2009-01-01,256554,4.99
Class 31 Regional Railways Add-on Livery,2009-01-01,256532,4.99
Secrets of Rætikon,2014-01-07,246680,9.99
Putt-Putt® and Pep's Balloon-o-Rama,1996-01-01,284000,4.99
Freddi Fish and Luther's Maze Madness,1996-11-22,284020,4.99
Putt-Putt® Joins the Parade,1992-01-01,283920,6.99
Secrets of Rætikon - Soundtrack,2014-04-17,289540,4.99
Space Farmers,2014-04-17,271570,9.99
Pixel Puzzles: Japan,2014-04-17,284950,6.99
Pajama Sam: No Need to Hide When It's Dark Outside,1996-10-04,283960,6.99
Robin's Quest,2014-04-17,292880,4.99
Freddi Fish and The Case of the Missing Kelp Seeds,1994-10-28,283940,6.99
Heldric - The legend of the shoemaker Demo,2014-04-17,295210,0.0
Heldric - The legend of the shoemaker,2014-04-17,293420,8.99
Agarest: Generations of War Zero,2014-04-17,260130,19.99
Villagers and Heroes,2014-04-17,263540,0.0
Circuits,2014-04-17,282760,4.99
Uprising44: The Silent Shadows,2014-04-18,280380,1.99
Dracula: The Resurrection,2014-04-17,289800,4.99
Vitrum,2012-09-25,291270,1.99
Vitrum Demo,2012-09-25,294350,0.0
Abalone,2014-04-23,279480,4.99
UFO: Aftermath,2003-10-03,292160,3.99
Konung 2,2004-11-30,289360,2.99
BorderZone,2006-07-19,289220,2.99
RC Cars,2003-12-11,289460,2.99
Ascension to the Throne,2007-01-26,289200,2.99
Jagged Alliance 1: Gold Edition,1994-06-02,283270,9.99
Battle Academy - Operation Market Garden,2011-09-05,287091,9.99
Battle Academy - Blitzkrieg France,2010-12-09,287090,9.99
Battle Academy - Rommel in Normandy,2013-08-06,287094,9.99
Battle Academy - Fortress Metz,2013-11-27,287095,9.99
Battle Academy - Operation Sealion,2012-01-15,287092,9.99
Battle Academy - Operation Husky,2013-03-20,287093,9.99
FarSky,2014-04-25,286340,4.99
Redneck Racers,2010-12-10,288730,2.99
Among the Sleep Demo,2014-04-25,285540,0.0
Warrior Kings,2002-04-13,297570,9.99
Rabbit Hole 3D: Steam Edition,2014-04-25,283660,2.99
Depths of Fear :: Knossos,2014-04-24,252570,5.99
Spice Road,2014-04-24,293960,19.99
Nostradamus: The Last Prophecy,2014-04-24,287720,4.99
Mashed,2004-06-25,281280,4.99
Vangers,1998-06-19,264080,6.99
Realms of the Haunting,1996-12-31,292390,9.99
Street Racing Syndicate,2005-01-08,292410,9.99
Clockwork Tales: Of Glass and Ink,2013-08-08,284830,9.99
Rogue Shooter: The FPS Roguelike,2014-04-24,295770,4.99
Rogue Shooter: The FPS Roguelike Demo,2014-04-24,298010,0.0
Brigade E5: New Jagged Union,2006-10-17,296210,3.99
Stardust Pack,2014-04-30,290406,2.99
"7,62 High Calibre",2007-08-24,289890,4.99
"Fairy Tale About Father Frost, Ivan and Nastya",2000-12-20,289320,2.99
Nicolas Eymerich - The Inquisitor - Book 1 : The Plague,2014-04-30,279500,4.99
Croixleur Sigma,2014-04-30,250640,7.99
Kovac’s Way DLC,2014-04-30,289730,1.99
F-15C for DCS World,2014-04-30,250300,9.99
Wing IDE 5 - Commercial Use,2014-04-30,282240,119.99
Wing IDE 5,2014-04-30,244830,79.99
Black Rainbow,2014-04-30,288500,6.99
BloodRayne Betrayal,2014-04-30,281220,9.99
Serious Sam Classics: Revolution,2014-04-30,227780,9.99
Train Simulator: BR Class 20 Loco Add-On,2014-05-01,222628,19.99
Into the Dark: Ultimate Trash Edition,2014-05-01,266050,7.99
The Final Stand,2014-05-05,296750,0.0
Jet Car Stunts,2014-05-01,274880,2.99
Full Bore,2014-05-06,264060,14.99
Croixleur Sigma Demo,2014-05-06,298920,0.0
Sweezy Gunner,2014-05-06,295730,3.99
You Have to Win the Game,2012-05-06,286100,0.0
DreadOut Demo,2013-04-01,299130,0.0
Outlast: Whistleblower DLC,2014-05-06,273300,8.99
Rocksmith® 2014 – 311 - “Down”,2014-05-06,294907,2.99
Indie Graphics Bundle - Royalty Free Sprites,2014-05-06,281900,24.99
Rocksmith® 2014 – 311 - “Beautiful Disaster”,2014-05-06,294906,2.99
Rocksmith® 2014 – 311 - “Amber”,2014-05-06,294905,2.99
Rocksmith® 2014 – 311 Song Pack,2014-05-06,294908,7.99
Warrior Kings: Battles,2003-09-30,299070,9.99
The Whispered World Special Edition,2014-05-06,268540,19.99
Back To Life 2,2014-05-06,299100,4.99
Descent: FreeSpace – The Great War,2014-05-07,273600,9.99
Rise of Prussia Gold,2013-05-08,292760,19.99
Blade Symphony,2014-05-07,225600,4.99
Democracy 3: Extremism,2014-05-13,291900,4.99
Fantasy Grounds - PFRPG Basic Paths: Fangs from the Past,2014-05-09,299140,8.99
Fistful of Frags,2014-05-09,265630,0.0
Coldfire Keep,2014-05-09,296530,4.99
Ground Pounders - High Rez Pack,2014-05-12,301060,0.0
Lili: Child of Geos - Complete Edition,2014-05-09,266490,14.99
Fantasy Grounds,2014-05-09,252690,39.99
Chronology,2014-05-12,269330,4.99
Coma: Mortuary,2014-05-12,293320,5.99
The Last Tinker™: City of Colors,2014-05-12,260160,19.99
Wildlife Park 3,2014-05-12,287200,9.99
Fantasy Grounds - C&C Castle Keeper's Guide,2014-05-12,299300,24.99
Gas Guzzlers Extreme: Full Metal Frenzy,2014-05-12,277820,4.99
Deadly Sin 2,2010-07-02,285420,4.99
World of Subways 3 – London Underground Circle Line,2014-05-12,283620,24.99
Fantasy Grounds - 3.5E/PFRPG: A00: Crow's Rest Island,2014-05-12,301240,5.99
Rocksmith® 2014 – Mastodon - “Oblivion”,2014-05-13,294910,2.99
Rocksmith® 2014 – Mastodon - “Black Tongue”,2014-05-13,294909,2.99
Organic Panic,2014-05-14,282740,0.0
Rocksmith® 2014 – Mastodon Song Pack,2014-05-13,294912,7.99
Train Simulator: Munich - Garmisch-Partenkirchen Route Add-On,2014-05-15,258652,19.99
Rocksmith® 2014 – Mastodon - “Colony Of Birchmen”,2014-05-13,294911,2.99
Awesomenauts - Giga Sentorii Skin,2014-05-14,256505,4.99
Hegemony Rome: The Rise of Caesar,2014-05-15,227060,14.99
DreadOut,2014-05-15,269790,14.99
Nightmares from the Deep 2: The Siren`s Call,2013-07-24,284790,9.99
Sudokuball Detective,2009-12-01,288690,4.99
DreadOut Soundtrack & Manga DLC,2014-05-15,298680,5.99
BattleBlock Theater®,2014-05-15,238460,14.99
Rhiannon: Curse of the Four Branches,2008-10-06,298140,4.99
Fearless Fantasy,2014-05-15,282100,6.99
Qbeh-1: The Atlas Cube,2014-05-15,252550,9.99
Orc Attack: Flatulent Rebellion,2014-05-15,268520,9.99
Men of War: Assault Squad 2,2014-05-15,244450,29.99
Vault Cracker,2014-05-15,299170,4.99
Millionaire Manor,2010-12-17,299180,4.99
Putt-Putt® and Fatty Bear's Activity Pack,1994-03-25,294720,4.99
Putt-Putt® Travels Through Time,1997-11-21,294670,6.99
Graviteam Tactics: Volokonovka 1942,2014-05-15,296450,14.99
Agarest Zero - DLC Bundle #2,2014-05-15,281601,4.99
Monster Challenge Circus,2014-05-15,300910,4.99
"Spy Fox 3 ""Operation Ozone""",2001-03-30,292260,6.99
Pajama Sam 3: You Are What You Eat From Your Head To Your Feet,2000-04-01,292800,6.99
Freddi Fish 3: The Case of the Stolen Conch Shell,1998-03-06,294540,6.99
Frederic: Resurrection of Music,2014-05-16,301190,2.99
Them - The Summoning,2014-05-16,300510,4.99
The Treasures of Montezuma 4,2013-10-09,301150,6.99
Shiny The Firefly,2014-05-16,277510,9.99
Men of War: Assault Squad 2 - Deluxe Edition upgrade,2014-05-16,271850,6.99
Rage Runner,2014-05-16,279520,4.99
Flower Shop: Summer In Fairbrook,2010-01-28,290990,14.99
Dark Scavenger,2014-05-16,293880,4.99
Pretentious Game,2014-05-20,279540,1.99
Transistor: Original Soundtrack,2014-05-20,299240,9.99
QUALIA 3: Multi Agent Soundtrack,2014-05-16,297150,2.99
Toribash,2006-03-01,248570,0.0
Legionwood 2: Rise of the Eternal's Realm - Director's Cut,2014-02-28,290460,5.99
Sweet Lily Dreams,2014-05-16,300540,14.99
DRAKERZ-Confrontation,2014-05-19,266030,0.0
DRAKERZ-Confrontation : 12 virtual BOOSTERS,2014-05-19,294310,19.99
DRAKERZ-Confrontation : 36 virtual BOOSTERS,2014-05-19,294311,59.99
DRAKERZ-Confrontation : virtual STARTER pack FURKHAN + OGAM,2014-05-19,292721,14.99
Paradigm Shift,2014-05-19,299820,1.99
Retro Game Crunch,2014-05-19,290040,9.99
Europa Universalis IV: Anthology of Alternate History,2014-05-19,295220,6.99
Crusader Kings II: Persian Portraits,2014-05-19,292981,1.99
DRAKERZ-Confrontation : virtual STARTER pack MELEON + KWARTZ,2014-05-19,292722,14.99
Crusader Kings II: Persian Unit Pack,2014-05-19,292980,1.99
Space Hulk - Harbinger of Torment Campaign,2014-05-19,274431,4.99
Euro Truck Simulator 2 - Metallic Paint Jobs Pack,2014-05-19,297790,1.99
I Am Vegend - Zombiegeddon,2013-01-10,302460,2.99
Perimeter: Emperor's Testament,2006-08-29,289240,3.99
White Noise Online,2014-05-22,293860,4.99
A.I.M.2 Clan Wars,2007-08-18,289180,2.99
Killer is Dead - Nightmare Edition,2014-05-23,261110,19.99
Tropico 5,2014-05-23,245620,19.99
GAUGE,2014-05-23,272990,3.99
Numba Deluxe,2013-03-23,301700,2.99
Fantasy Grounds - Creature Collection 4E - Heroic 1 Token Pack,2014-05-23,303332,12.99
Fantasy Grounds - Basic Roleplaying (BRP) Ruleset,2014-05-23,303331,24.99
Frederic: Evil Strikes Back,2014-05-23,301200,7.99
Frederic: Resurrection of Music Demo,2014-05-23,303630,0.0
Cobi Treasure Deluxe,2013-12-02,301690,2.99
Fantasy Grounds - Ultimate Upgrade,2014-05-23,300870,109.99
Showtime!,2013-09-01,285050,5.99
Fantasy Grounds - Rolemaster Classic Ruleset,2014-05-23,303330,19.99
PAYDAY 2: The Shadow Raid Heist,2014-05-29,267382,0.0
