app_name,release_date,id,precios
Warlock 2: The Thrilling Trio,2014-10-22,320720,1
Life of Pixel,2014-10-22,327260,2
Sacred 3. Orcland Story,2014-10-22,261161,1
Vampires: Guide Them to Safety!,2014-10-22,328780,1
Sniper Elite 3 - International Camouflage Rifles Pack,2014-10-23,326431,1
Awesomenauts - Wraithlord Scoop Skin,2014-10-23,327530,1
The Count of Monster Disco,2014-10-24,277751,2
Sign Motion,2014-10-24,321370,2
Robowars,2014-10-24,285090,2
Sproggiwood,2014-10-24,311720,2
Enforcer: Police Crime Action,2014-10-24,318220,3
Sky Nations Demo,2014-10-24,326220,0
REVOLVER360 RE:ACTOR,2014-10-24,313400,2
TesserAct,2014-10-24,304810,2
Euro Truck Simulator 2 - Czech Paint Jobs Pack,2014-10-24,318511,1
eXperience 112,2007-09-17,324770,2
The Stalin Subway: Red Veil,2006-10-05,311120,1
theHunter: Pathfinder Starter Pack,2014-10-24,322360,3
theHunter : Trailrunner Starter Pack,2014-10-24,322361,3
Rocksmith® 2014 – The Killers Song Pack,2014-10-28,295040,2
Dungeon Lurk II - Leona,2014-10-27,322580,2
Spacebase DF-9,2014-10-27,246090,2
Tower of Guns Soundtrack,2014-10-28,285370,1
Daedalus - No Escape,2014-10-28,315830,1
The Moon Sliver,2014-10-28,329830,1
BlazeRush,2014-10-28,302710,2
Middle-earth: Shadow of Mordor - Endless Challenge,2014-10-28,318402,1
X-Plane 10 AddOn - Carenado - C172N Skyhawk II,2014-10-29,325140,3
Sanitarium,1998-04-30,284050,2
QbQbQb,2014-10-29,329320,1
Train Simulator: BR Class 45 'Peak' Loco Add-On,2014-10-29,277731,3
The Moon Sliver - Extended Soundtrack,2014-10-29,330810,1
Tail Drift,2014-10-29,330520,2
Farming Simulator 15,2014-10-30,313160,3
Vertical Drop Heroes - Halloween Theme,2014-10-30,329370,0
Miscreated,2014-10-30,299740,3
Cosmic DJ,2014-10-30,297110,1
Europa Universalis IV: Art of War Ebook,2014-10-30,327831,1
Battlepaths - Soundtrack,2014-11-03,322480,1
The Interactive Adventures of Dog Mendonça & Pizzaboy®,2016-03-03,330420,2
Alea Jacta Est,2012-09-27,313660,3
Alea Jacta Est Spartacus 73BC,2014-11-04,329551,1
Alea Jacta Est Cantabrian Wars,2014-11-04,329550,1
Aviator - Bush Pilot,2014-11-04,273830,2
The Binding of Isaac: Rebirth,2014-11-04,250900,2
Arma 3 Helicopters,2014-11-04,304380,2
Broken Sword 4 - the Angel of Death,2006-09-15,316160,2
Defenders of Time,2014-11-04,317330,0
Space Warp,2014-11-04,326470,1
Rocksmith® 2014 – Killswitch Engage - “The End Of Heartache”,2014-11-04,295042,1
Rocksmith® 2014 – Killswitch Engage - “My Curse”,2014-11-04,295041,1
Rocksmith® 2014 – Killswitch Engage - “Holy Diver”,2014-11-04,295043,1
Rocksmith® 2014 – Killswitch Engage Song Pack,2014-11-04,295044,2
Fantasy Grounds - C&C: Rune Lore,2014-11-04,331960,3
NAM,1998-07-31,329650,2
Across the Rhine,1995-07-01,329620,2
Command HQ,1990-01-01,329630,2
Eradicator,1996-01-01,329640,2
Silent Service 2,1990-01-01,329670,2
The World II: Hunting BOSS,2014-11-05,323240,1
Among the Sleep: Prologue,2014-11-06,332210,0
The Joylancer: Legendary Motor Knight,2014-11-07,315540,2
Winged Sakura: Mindy's Arc - Soundtrack,2014-11-07,331550,1
Winged Sakura: Mindy's Arc,2014-11-07,331390,2
Pitiri 1977,2014-10-14,305740,1
GRID Autosport - Demoman Derby Pack,2014-11-07,324130,0
Crowntakers,2014-11-07,294370,2
Pirate Hell,2014-11-07,321080,2
A Bird Story,2014-11-07,327410,1
Gunspell - Steam Edition,2014-11-07,328100,2
A Bird Story - Original Soundtrack,2014-11-07,328230,1
Gold Rush! Anniversary,2014-11-07,319230,2
Rocksmith® 2014 – Tom Petty Song Pack,2014-11-11,295050,2
MASSIVE CHALICE Soundtrack,2014-11-11,332460,2
Deadlings: Rotten Edition,2014-11-11,320150,1
Toybox Turbos,2014-11-11,287260,2
Space Hulk Ascension,2014-11-12,317620,3
Leadwerks Game Engine - FPS Weapons Pack,2014-11-11,329100,3
Anodyne OST,2014-11-12,331620,1
Amphora,2014-11-12,331510,2
Chariot,2014-11-12,319450,2
Chariot - Soundtrack,2014-11-12,329760,1
Randal's Monday,2014-11-12,314810,3
Deadstone,2014-11-12,327150,2
Middle-earth: Shadow of Mordor - Rising Storm Rune,2014-11-12,313381,1
Sneaky Sneaky,2014-11-12,259410,1
LEGO Batman 3: Beyond Gotham DLC: Man of Steel,2014-11-12,327170,1
Rocksmith® 2014 – Foo Fighters - “Long Road to Ruin”,2014-11-18,258406,1
LEGO Batman 3: Beyond Gotham DLC: Batman 75th Anniversary,2014-11-12,327171,1
Company of Heroes 2 - Ardennes Assault,2014-11-17,317850,3
Fantasy Grounds - Deadlands Reloaded: Blood Drive 3,2014-11-17,333520,1
Inside The Gear Demo,2014-11-17,333310,0
Company of Heroes 2 - Ardennes Assault: Fox Company Rangers,2014-11-17,323230,1
Far Cry® 4,2014-11-18,298110,3
Far Cry® 4 Season Pass,2014-11-17,324340,3
Ski-World Simulator,2014-11-18,273850,2
The Blue Flamingo,2014-11-18,302010,1
Cities in Motion: Soundtrack,2014-11-18,310040,1
KEL Reaper of Entropy,2014-11-18,317950,1
Never Alone (Kisima Ingitchuna),2014-11-18,295790,2
Cities in Motion 2: Soundtrack,2014-11-18,310050,1
Escape Dead Island,2014-11-18,226560,2
Solar Struggle,2014-11-18,330680,2
Adventure Time: The Secret Of The Nameless Kingdom,2014-11-18,298890,1
Gems of War - Puzzle RPG,2014-11-20,329110,0
Fantasy Grounds - Counter Collection 4E Paragon 1,2014-11-17,333900,2
WARMACHINE: Tactics,2014-11-20,253510,0
Rock Zombie,2014-11-20,328640,2
Death Skid Marks Soundtrack,2014-11-20,326300,1
Letter Quest: Grimm's Journey,2014-11-20,328730,2
Death Skid Marks,2014-11-20,326150,2
Celestial Command,2014-11-20,330460,2
Passing Pineview Forest,2014-11-21,331120,0
MotoGP™14 Compact,2014-11-21,321490,2
Flashpoint Campaigns: Red Storm Player's Edition,2013-10-09,330720,3
Amazing Frog?,2014-11-20,332570,3
AppGameKit: Easy Game Development,2014-11-21,325180,3
The Good Life,2012-11-02,293340,2
Inside The Gear,2014-11-21,333120,1
Kinetic Void,2014-11-21,227160,3
Guns and Robots - Veteran Pack,2014-11-25,331890,2
Draft Day Sports Pro Basketball 4,2014-11-24,328870,3
Luna: Shattered Hearts: Episode 1,2014-11-24,331400,1
Space Legends: At the Edge of the Universe,2014-07-25,328880,2
Train Simulator: BR 6MT Clan Class Loco Add-On,2014-11-25,258641,2
Brink of Consciousness: The Lonely Hearts Murders,2014-11-24,327370,2
Craft The World,2014-11-24,248390,3
Axis Game Factory's AGFPRO BattleMat Multi-Player DLC,2014-11-24,270942,2
Chivalry: Medieval Warfare and Chivalry: Deadliest Warrior - Soundtrack,2014-11-24,332240,1
Midnight Mysteries: Witches of Abraham - Collector's Edition,2014-11-24,332810,2
If My Heart Had Wings,2013-06-28,326480,2
Space Salvager Demo,2014-11-25,321010,0
Shroud of the Avatar: Forsaken Virtues,2014-11-24,326160,3
Haunted House: Cryptic Graves,2014-11-25,314850,0
Rocksmith® 2014 – Bullet For My Valentine - “Tears Don’t Fall”,2014-11-25,295051,1
Alien: Isolation - Trauma,2014-12-02,282513,2
Tesla Breaks the World Official Soundtrack,2014-11-26,334990,0
Middle-earth: Shadow of Mordor - Berserks Warband,2014-12-02,318410,1
Tesla Breaks the World!,2014-11-26,314210,2
Sid Meier's Civilization: Beyond Earth Exoplanets Map Pack,2014-11-26,304010,1
X-Plane 10 AddOn - Carenado - PA34 200T Seneca II,2014-11-27,325136,3
Atajrubah,2014-11-27,282960,0
The Witcher Adventure Game,2014-11-27,303800,2
Joe Dever's Lone Wolf HD Remastered,2014-11-27,279440,2
100% Orange Juice - Saki & Kyousuke Character Pack,2014-11-28,334080,1
Wings of Vi,2014-11-28,318530,2
Motorcycle Club,2014-11-28,303830,2
Mining Industry Simulator,2014-11-28,321660,2
Beach Resort Simulator,2014-11-28,331910,2
Train Simulator: N15 King Arthur Class ‘Sir Lamiel’ Loco Add-On,2014-12-04,258674,3
Sanctum 2: Original Soundtrack,2014-11-28,335370,2
ULTRAWORLD EXODUS,2014-12-04,331580,0
Insanity's Blade,2014-12-05,334190,2
ULTRAWORLD + EXODUS Soundtrack,2014-12-04,333680,1
Train Simulator: BR 266 Loco Add-On,2014-12-05,258671,3
Train Simulator: West Rhine: Köln - Koblenz Route Add-On,2014-12-05,277739,3
Darkness Within 2: The Dark Lineage,2010-05-28,298950,2
Mecha Ace Demo,2014-06-13,318340,0
Galcon 2: Galactic Conquest,2014-12-05,294160,0
Mecha Ace,2014-06-13,318330,2
Escape From Darkmoor Manor,2014-12-05,335740,1
Bin Weevils Arty Arcade,2014-07-04,322410,2
iO,2014-12-05,324070,2
Lambda Wars Beta,2014-12-05,270370,0
Millie Demo,2014-12-05,337050,0
Bet On Soldier,2005-09-26,335320,2
Train Simulator: GWR Small Prairies Loco Add-On,2014-12-10,277753,3
Elegy for a Dead World,2014-12-10,252290,2
Gauntlet - Lilith the Necromancer Pack,2014-12-10,335510,1
JUJU,2014-12-10,300840,3
Prelogate,2014-12-10,332830,1
Rock Boshers DX: Directors Cut,2014-12-10,298790,2
Rexaura,2014-12-10,317790,0
POP: Methodology Experiment One,2012-05-10,305800,1
POP: Methodology Experiment One - Game of The Saeculum Edition DLC,2014-12-10,316070,1
POP: Methodology Experiment One - OST,2012-05-12,336320,1
Fritz for Fun 13,2013-08-12,328890,3
Battle of Empires : 1914-1918 - Editor,2014-12-10,334810,0
Battle of Empires : 1914-1918 - French campaign,2014-12-10,333400,1
Enforcer: Original Soundtrack,2014-12-10,334580,0
Influent DLC - Português [Learn European Portuguese],2014-12-12,297842,1
Letter Quest: Grimm's Journey Demo,2014-12-10,337310,0
FINAL FANTASY® XIII-2,2014-12-11,292140,3
Final Dusk,2014-12-12,337420,1
bit Dungeon II,2014-12-15,331440,1
Tkl Online Demo,2014-12-15,337710,0
SunAge: Battle for Elysium,2014-12-15,318650,2
LISA,2014-12-15,335670,2
Journey of the King,2016-12-31,327960,1
Depth - SDK,2014-12-15,335640,0
Town of Salem,2014-12-15,334230,1
National Zombie Park,2014-12-15,332780,2
Metrocide,2014-10-20,313130,2
FRONTIERS,2014-12-15,293480,2
LISA: Original Soundtrack + Art Collection,2014-12-10,336370,2
Actual Multiple Monitors,2016-02-04,241680,3
Rocksmith® 2014 – Jimi Hendrix Song Pack I,2014-12-16,295073,2
Rocksmith® 2014 – Jimi Hendrix - “Manic Depression”,2014-12-16,295072,1
Rocksmith® 2014 – Jimi Hendrix - “Bold As Love”,2014-12-16,295075,1
Rocksmith® 2014 – Jimi Hendrix - “Foxey Lady”,2014-12-16,295074,1
SanctuaryRPG: Black Edition Demo,2014-04-29,338490,0
Rocksmith® 2014 – Jimi Hendrix - “Castles Made Of Sand”,2014-12-16,295076,1
Graviteam Tactics: Hi-Res Textures,2014-12-16,336851,2
Graviteam Tactics: Krasnaya Polyana 1943,2014-12-16,336850,3
USFIV: Shoryuken Wild Pack,2014-12-16,331350,1
USFIV: Brawler Wild Pack,2014-12-16,331351,1
USFIV: Classic Wild Pack,2014-12-16,331353,1
USFIV: Shadaloo Wild Pack,2014-12-16,331352,1
USFIV: Femme Fatale Wild Pack,2014-12-16,331354,1
USFIV: Challengers Wild Pack 2,2014-12-16,331356,1
USFIV: Challengers Wild Pack 1,2014-12-16,331355,1
Dead Effect,2014-12-17,286040,1
World Of Leaders,2014-12-15,335050,1
Mission Control: NanoMech,2014-12-17,338030,2
World Of Leaders - Premium Pack,2014-12-17,338240,3
World Of Leaders - Starter Pack,2014-12-17,338230,2
Fork Parker's Holiday Profit Hike,2014-12-18,339120,0
METAL GEAR SOLID V: GROUND ZEROES,2014-12-18,311340,3
SpeedRunners,2016-04-19,207140,2
Train Simulator: Miami - West Palm Beach Route Add-On,2014-12-18,277752,3
Verde Station,2014-09-26,324120,1
Gates of Horizon,2014-12-18,334290,2
BLOCKADE 3D,2014-11-05,302830,0
Do Not Fall,2014-12-18,333130,2
I Will Escape,2014-12-22,324240,1
Choice of Robots,2014-12-19,339350,2
Antisquad: Tasks in Mexico - The Beginning. Tactics FREE DLC,2014-12-22,335981,0
Antisquad: Tasks in Mexico - Final. Tactics DLC,2014-12-22,335982,1
Psy High,2014-12-12,339510,2
Psy High Demo,2014-12-12,339520,0
Geometry Dash,2014-12-22,322170,1
Pilot Brothers 2,2014-12-31,336770,1
Catmouth Island,2014-12-31,336380,1
"Dimmdrive :: Gaming Ramdrive @ 10,000+ MB/s",2015-01-01,337070,3
Shadows of War,2014-09-19,340220,1
Fake Colours,2015-01-01,334300,1
WolfWars,2015-01-02,340570,1
Dr.Green,2015-01-02,340290,1
Vintage Year,2015-01-02,333760,1
The Race for the White House,2015-01-02,338590,2
X-Plane 10 AddOn - Carenado - C185F Skywagon,2015-01-05,325138,3
Rocksmith® 2014 – Linkin Park - “What I’ve Done”,2015-01-06,295092,1
Rocksmith® 2014 – Linkin Park Song Pack,2015-01-06,295093,2
Dreaming Sarah OST,2015-01-06,321990,0
Antisquad: Tasks near the coast of Somalia. Tactics DLC,2015-01-07,335991,1
Castle,2015-01-07,339290,1
Antisquad: Tasks in North Korea. Tactics DLC,2015-01-07,335990,1
ATLAS レジェンドパック,2015-01-08,338090,3
Ostrich Island,2015-01-08,337270,1
Adventures of Robinson Crusoe,2015-01-09,334470,2
Mechs & Mercs: Black Talons,2015-01-09,273960,2
Urja,2015-01-09,338710,2
Teddy Floppy Ear - Mountain Adventure,2015-01-09,340300,1
Unhack Demo,2014-02-20,340890,0
Su-27: The Ultimate Argument Campaign,2015-01-12,316963,2
Countless Rooms of Death,2014-02-20,341380,1
Squirreltopia,2015-01-12,334690,1
Lara Croft and the Temple of Osiris - Icy Death Pack,2015-01-13,318874,1
Lara Croft and the Temple of Osiris - Legend Pack,2015-01-13,318872,1
Lara Croft and the Temple of Osiris - Deus Ex Pack,2015-01-13,318870,1
Disorder,2015-01-12,322080,1
Lara Croft and the Temple of Osiris - Hitman Pack,2015-01-13,318871,1
FreakOut: Extreme Freeride,2007-08-28,304540,2
Avernum 2: Crystal Souls,2015-01-14,337850,3
Gunslugs 2,2015-01-14,340750,1
Train Simulator: CrossCountry Class 220 'Voyager' DEMU Add-On,2015-01-15,258679,3
Tengami,2015-01-15,299680,1
But to Paint a Universe,2015-01-15,335220,1
TRISTOY,2015-01-15,303260,2
Crystal Catacombs,2015-01-15,325880,2
Witch's Pranks: Frog's Fortune Collector's Edition,2014-05-07,342630,2
Aveyond 3-3: The Lost Orb,2015-01-16,321880,2
Call of Duty®: Advanced Warfare - Netherlands Exoskeleton Pack,2015-01-15,334220,1
Call of Duty®: Advanced Warfare - Australia Exoskeleton Pack,2015-01-15,333084,1
Call of Duty®: Advanced Warfare - France Exoskeleton Pack,2015-01-15,333082,1
Call of Duty®: Advanced Warfare - Hot Rod Exoskeleton Pack,2015-01-15,331071,1
Call of Duty®: Advanced Warfare - Canada Exoskeleton Pack,2015-01-15,333081,1
Call of Duty®: Advanced Warfare - Barong Exoskeleton Pack,2015-01-15,331070,1
Chronicles of a Dark Lord: Episode II War of The Abyss,2015-01-16,341780,1
Train Simulator: The Story of Forest Rail Route Add-On,2015-01-19,277742,3
HuniePop,2015-01-19,339800,2
Cat Goes Fishing,2015-01-19,343780,2
Unhack - Original Soundtrack,2014-02-20,343720,0
AGFPPROV3 Premium,2013-11-18,266590,3
Middle-earth: Shadow of Mordor - Captain of the Watch Character Skin,2015-01-20,313370,1
Resident Evil / biohazard HD REMASTER,2015-01-19,304240,3
Bit Odyssey,2014-12-15,328740,1
Deity Quest Demo,2015-01-20,341210,0
Deity Quest,2015-01-20,340330,2
Deity Quest Soundtrack,2015-01-20,341320,1
Deity Quest Extended,2015-01-20,341220,2
PAYDAY 2: The Bomb Heists,2015-01-22,339480,0
PAYDAY 2: Dragan Character Pack,2015-01-22,344140,0
PARTICLE MACE,2015-01-22,295690,1
Among Ripples,2015-01-22,341720,0
Without Within - Extra Edition,2015-01-22,345670,1
TorqueL,2015-01-22,250070,2
PARTICLE MACE - Soundtrack,2015-01-22,343290,1
Stranded Deep,2015-01-23,313120,2
Guild Commander,2015-01-23,337220,1
Grey Goo,2015-01-23,290790,3
Without Within,2015-01-22,345650,0
Venetica - Gold Edition,2009-09-04,338140,2
Gravity Ghost - Soundtrack,2015-01-26,343510,1
Bridge Creator 2015,2015-01-26,345790,1
Rocksmith® 2014 – Three Days Grace - “Never Too Late”,2015-01-27,342757,1
Rocksmith® 2014 – Three Days Grace - “Just Like You”,2015-01-27,342759,1
Rocksmith® 2014 – Three Days Grace - “Break”,2015-01-27,342758,1
Rocksmith® 2014 – Three Days Grace Song Pack,2015-01-27,342760,2
Trials Fusion - Fire in the Deep,2015-01-27,337750,1
Lady Hammerlock the Baroness Pack,2015-01-27,321430,2
Middle-earth: Shadow of Mordor - The Dark Ranger Character Skin,2015-01-27,313371,1
Middle-earth: Shadow of Mordor - Blood Hunters Warband,2015-01-27,318411,1
Ghost Pirates of Vooju Island,2015-01-27,344030,2
My Family Creative Studio,2015-01-28,345310,2
X-Plane 10 AddOn - Carenado - C337H Skymaster,2015-01-28,339381,3
The Quivering,2015-01-28,345290,1
Wildlife Creative Studio,2015-01-28,345300,2
Hypnosis,2015-01-28,343430,1
Dead State Demo,2015-01-29,346640,0
CAFE 0 ~The Drowned Mermaid~ Demo,2011-10-04,335680,0
Bret Airborne,2013-04-09,342510,1
Tulpa,2015-01-29,331340,2
Firefly Online Cortex,2015-01-29,343750,0
The Lady,2015-01-29,341060,1
Pix the Cat,2015-01-29,330180,2
Tales of Aravorn: Seasons Of The Wolf Demo,2014-11-15,345000,0
Fantasy Grounds - Top-down Tokens - Heroic 1,2015-01-29,347490,1
Fantasy Grounds - Top-down Tokens - Heroic 2,2015-01-29,347491,1
Fantasy Grounds - Fiery Dragon Counter Collection: Heroic 2,2015-01-29,347101,2
Fantasy Grounds - Top-down Tokens - Heroic 5,2015-01-29,347494,1
Fantasy Grounds - Top-down Tokens - Heroic 3,2015-01-29,347492,1
Fantasy Grounds - Top-down Tokens - Heroic 4,2015-01-29,347493,1
Forward to the Sky Demo,2015-02-03,348010,0
10 Years After,2015-01-30,339240,2
Fantasy Grounds - Fiery Dragon Counter Collection: Epic 1,2015-01-29,347103,2
BANZAI PECAN: The Last Hope For the Young Century Demo,2012-08-02,346690,0
Bret Airborne Demo,2013-04-09,347780,0
Lara Croft and the Temple of Osiris - Twisted Gears Pack,2015-02-02,318875,1
Overture,2015-01-01,343100,1
Overture OST,2015-01-01,347900,1
Ancient Planet Tower Defense,2015-02-03,345090,1
Apotheon,2015-02-03,208750,2
Super Pixalo,2015-02-03,347480,1
Terra Incognita ~ Chapter One: The Descendant,2015-02-03,347560,1
Apotheon: Original Soundtrack,2015-02-03,344730,2
Middle-earth: Shadow of Mordor - Test of Power,2015-02-03,313372,0
Astray,2015-02-03,329200,2
TOTM,2015-02-03,324360,2
Rocksmith® 2014 – Cinderella - “Don’t Know What You Got (Till It’s Gone)”,2015-02-03,342761,1
Rocksmith® 2014 – Tesla - “Love Song”,2015-02-03,342762,1
Rocksmith® 2014 – Extreme - “More Than Words”,2015-02-03,342763,1
Rocksmith® 2014 – Boston - “Amanda”,2015-02-03,342764,1
Sentinels of the Multiverse - Mini-Pack 1,2015-02-05,344050,1
Sentinels of the Multiverse - Soundtrack (Volume 1),2015-02-05,348100,1
Moorhuhn (Crazy Chicken),2015-02-05,340120,1
Train Simulator: Union Pacific GP30 Loco Add-On,2015-02-05,277759,3
Destination Sol,2015-02-05,342980,0
Fractured Soul,2015-02-05,307030,2
Forsaken Isle,2015-02-06,347940,2
Barter Empire,2015-02-06,346160,1
Bloop Reloaded,2015-02-06,315060,2
SUNLESS SEA,2015-02-06,304650,3
Crystal Story II,2015-02-06,344860,1
Tropico 5 - Gone Green,2015-02-12,306397,1
The Asskickers-Steam Edition,2015-02-06,348650,2
Rocksmith® 2014 – Seether Song Pack,2015-02-10,342769,2
Universal Combat CE,2015-02-06,345580,2
Pixel Heroes: Byte & Magic,2015-02-06,338320,2
Wickland,2014-11-14,321260,1
HuniePop Original Soundtrack,2015-02-06,348560,1
Plazma Being,2015-02-09,346630,1
Check vs. Mate - Floating Island DLC,2015-02-09,339630,2
Time Rifters Demo,2015-02-09,348110,0
Samudai,2015-02-09,342740,1
HIT,2015-02-09,336670,0
Lex Mortis,2015-02-09,348450,1
Steam and Metal,2015-02-09,335010,2
Dark Forester,2015-02-09,349450,2
Steam and Metal Demo,2015-02-09,347920,0
MyRPG Master,2015-02-09,329890,3
Train Simulator: Midland Main Line London-Bedford Route Add-On,2015-02-12,277760,3
Spirit Run - Fire vs. Ice,2015-02-12,311490,1
Damned Nation Reborn,2015-02-12,345710,2
The Crew™ Speed Car Pack,2015-02-12,315393,2
Barbarian Brawl,2015-02-12,332730,1
Far Cry® 4 – Overrun,2015-02-12,324343,1
Cults and Daggers,2015-02-12,333350,3
The Legend of Candlewind: Nights & Candles,2015-02-12,326650,2
The Lady - Soundtrack,2015-02-12,350520,1
Crashed Lander Demo,2015-02-12,350230,0
Hyphen,2015-02-12,346510,1
Hyphen Original Soundtrack,2015-02-12,349970,1
Evolution II: Fighting for Survival,2015-02-12,347580,1
Janky Tanks,2015-02-12,344220,1
On A Roll 3D,2015-02-12,341090,1
Total War: ATTILA - Viking Forefathers Culture Pack,2015-02-17,335020,2
Morningstar: Descent to Deadrock Demo,2015-02-17,351020,0
Morningstar: Descent to Deadrock,2015-02-17,339130,2
Hand of Fate,2015-02-17,266510,3
LEGO Batman 3: Beyond Gotham DLC: Bizarro,2015-02-17,327177,1
Stay Dead Evolution Demo,2015-02-17,349560,0
Rocksmith® 2014 – Jane’s Addiction - “Been Caught Stealing”,2015-02-17,342771,1
Rocksmith® 2014 – Jane’s Addiction - “Just Because”,2015-02-17,342773,1
Rocksmith® 2014 – Jane’s Addiction - “Superhero”,2015-02-17,342774,1
Rocksmith® 2014 – Jane’s Addiction - “Mountain Song”,2015-02-17,342770,1
Rocksmith® 2014 – Jane’s Addiction - “Jane Says”,2015-02-17,342772,1
Rocksmith® 2014 – Jane’s Addiction Song Pack,2015-02-17,342775,2
Paparazzi,2015-02-17,341360,1
Hotline Miami 2: Wrong Number Digital Comic,2015-02-17,341190,0
Chainsaw Warrior: Lords of the Night,2015-02-17,307600,2
Cell HD: emergence,2015-02-19,334960,2
Pixel Puzzles 2: Birds,2015-02-20,344230,2
"Warhammer 40,000 : Armageddon - Untold Battles",2015-02-20,348760,0
Hot Tin Roof: The Cat That Wore A Fedora,2015-02-20,253390,2
Boring Man: Premium!,2015-02-20,346170,1
Boring Man - Online Tactical Stickman Combat,2014-04-04,346120,0
Tormentum - Dark Sorrow Demo,2015-02-20,347680,0
Influent DLC - Português do Brasil [Learn Brazilian Portuguese],2015-02-20,338371,1
Hero of the Kingdom II,2015-02-20,346560,2
Catacomb Kids,2015-02-20,315840,3
Moorhuhn Invasion (Crazy Chicken Invasion),2015-02-20,340130,1
Fasaria World: Browser MO,2015-11-05,398970,1
Odysseus: Long Way Home,2015-02-23,348960,1
Night Shift,2015-02-23,301050,1
Trash TV,2015-02-23,343840,2
There Came an Echo: Original Soundtrack,2015-02-24,327470,2
Trials Fusion - Fault One Zero,2015-02-24,337740,1
Fuse - Free Brute Character Pack,2015-02-24,349130,0
Raid Mode: Weapon Storage B,2015-02-24,320381,1
Raid Mode: Parts Storage A,2015-02-24,320383,1
Raid Mode: Weapon Storage C,2015-02-24,320382,1
Raid Mode: Weapon Storage A,2015-02-24,320380,1
Oscura: Lost Light,2015-02-24,320520,2
Raid Mode: Parts Storage C,2015-02-24,320385,1
Costume Pack,2015-02-24,320364,2
Raid Mode: Parts Storage B,2015-02-24,320384,1
Raid Mode: Album Storage B,2015-02-24,320387,1
Raid Mode: Album Storage A,2015-02-24,320386,1
Natalia's Lottie Suit Costume,2015-02-24,320362,1
Barry's Commandant Costume,2015-02-24,320363,1
Claire's Rodeo Costume,2015-02-24,320360,1
Raid Mode: Album Storage C,2015-02-24,320388,1
Raid Mode Character: Albert Wesker,2015-02-24,320371,1
Raid Mode Character: HUNK,2015-02-24,320370,1
Moira's Urban Ninja Costume,2015-02-24,320361,1
Resident Evil Revelations 2 / Biohazard Revelations 2,2015-02-24,287290,2
Raid Mode: Throwback Map Pack,2015-02-24,320372,1
TownCraft,2015-02-25,296280,2
Starlaxis Supernova Edition Demo,2015-02-24,353020,0
Airships: Conquer the Skies,2015-02-25,342560,2
Over 9000 Zombies!,2015-02-25,273500,1
Oddworld: New 'n' Tasty - Scrub Abe Costume,2015-02-25,323340,1
The Great Fusion,2015-02-25,341690,1
Isbarah,2015-02-25,333510,2
Oddworld: New 'n' Tasty,2015-02-25,314660,3
Oddworld: New 'n' Tasty - Alf's Escape DLC,2015-02-25,323341,1
A Good Snowman Is Hard To Build,2015-02-25,316610,2
Homeworld Remastered Collection,2015-02-25,244160,3
TableTop Cricket,2015-02-25,349530,2
Expansion - Europa Universalis IV: El Dorado,2015-02-26,338160,2
"Europa Universalis IV: Guns, Drums and Steel Volume 2 Music Pack",2015-02-26,338162,1
Night Mysteries: The Amphora Prisoner,2015-02-26,348870,1
Time Mysteries: Inheritance - Remastered,2014-10-06,350010,2
NeXus: One Core,2015-02-26,341080,1
MOAI: Build Your Dream,2013-04-07,338980,2
Never Alone: Original Soundtrack,2015-02-26,351740,2
PAYDAY 2: The Butcher's AK/CAR Mod Pack,2015-02-26,351890,0
Agarest 2 - Bundle #1,2015-02-26,343420,2
DRAGON BALL XENOVERSE,2015-02-26,323470,3
DYNASTY WARRIORS® 8 Empires,2015-02-26,322520,3
"DW8E: Edit Parts - Face, Hair & Accessary Pack",2015-02-26,348680,2
DW8E: Special Costume Pack 1,2015-02-26,349930,1
DW8E: Special Costume Pack 2,2015-02-26,349931,2
DW8E: Old Costume Pack 1,2015-02-26,349932,1
DW8E: Old Costume Pack 2,2015-02-26,349933,1
Rocksmith® 2014 – The Cars - “Good Times Roll”,2015-03-03,342782,1
Rocksmith® 2014 – The Cars - “Just What I Needed”,2015-03-03,342780,1
Rocksmith® 2014 – The Cars - “You’re All I’ve Got Tonight”,2015-03-03,342783,1
Rocksmith® 2014 – The Cars - “Let’s Go”,2015-03-03,342781,1
Rocksmith® 2014 – The Cars - “Bye Bye Love”,2015-03-03,342784,1
Rocksmith® 2014 – The Cars Song Pack,2015-03-03,342785,2
Shiftlings,2015-03-03,310810,2
Call of Duty®: Advanced Warfare - Havoc,2015-03-03,318791,2
White Night,2015-03-03,301560,2
Tallowmere,2015-03-03,340520,1
Damnation City of Death,2015-03-03,346800,2
Mighty Dungeons,2015-03-03,349550,1
HIS (Heroes In the Sky),2015-03-03,342570,3
HIS - Blueprint Pack,2015-03-03,353930,2
HIS - Rare Flight Pack,2015-03-03,353740,3
HIS - Extend  Pack,2015-03-03,353741,3
RER2 Episode Two: Contemplation,2015-03-03,319810,2
Marble Age,2015-03-04,346810,2
HIS - Battle Pack,2015-03-03,353742,3
Talisman: Digital Edition - Season Pass,2015-03-06,258817,3
Talisman - Character Pack #9 - Shape Shifter,2015-03-06,267778,1
Pixel: ru²,2015-03-06,351170,2
Pixel: ru² Demo,2015-03-06,351270,0
Pixel: ru² | Soundtrack,2015-03-06,351280,1
ARMED SEVEN,2015-03-06,349690,1
The I of the Dragon,2004-03-10,279720,2
PAYDAY 2: The OVERKILL Pack,2015-03-06,348090,0
